,name,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,freehold,since_built_year,no_of_units,area_size,since_listing_month,additional_rooms,price
4729,4,condominium,1,1.0,10,1,tanglin,chatsworth,1.2943410503338502,103.828440282424,1,7.0,248.0,452.0,4,0,1196800.0
4730,4,condominium,4,4.0,10,1,tanglin,nassim,1.3085634238646298,103.826764516528,1,13.0,60.0,2379.0,3,0,5830000.0
4731,4,apartment,2,2.0,1,1,downtown core,cecil,1.27708340707631,103.849181343548,0,5.0,510.0,1206.0,6,1,3300000.0
4732,4,apartment,2,1.0,10,1,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,62.0,476.0,646.0,4,0,1543300.0
4733,4,condominium,1,1.0,14,1,geylang,aljunied,1.3191895872053898,103.881380824314,0,5.0,1024.0,441.0,5,0,849200.0
4734,4,apartment,3,2.0,19,0,hougang,kovan,1.35469895424795,103.878329825749,1,6.0,48.0,764.0,4,0,1188000.0
4735,4,apartment,3,3.0,11,1,novena,moulmein,1.31449452187166,103.842505898673,1,16.0,51.0,1292.0,6,0,2847800.0
4736,4,apartment,2,2.0,10,1,tanglin,nassim,1.31568887219293,103.832317948898,1,62.0,52.0,743.0,4,0,2654100.0
4737,4,apartment,2,2.0,7,1,downtown core,city hall,1.2963566643980902,103.85736876917,0,1.0,219.0,732.0,4,0,2481600.0
4738,1,apartment,3,3.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,1539.0,4,0,3905200.0
4739,4,condominium,1,1.0,12,1,kallang,bendemeer,1.3218204074661002,103.864744134712,0,6.0,862.0,441.0,5,0,880000.0
4740,4,condominium,2,2.0,21,0,clementi,sunset way,1.33102936528877,103.767519926051,1,92.0,660.0,700.0,4,0,1543300.0
4741,4,condominium,4,4.0,4,1,southern islands,sentosa,1.24678687668364,103.844402093991,0,13.0,249.0,2583.0,5,0,5280000.0
4742,4,apartment,1,1.0,2,1,bukit merah,everton park,1.27603511606189,103.837502046362,1,5.0,183.0,441.0,4,0,1155000.0
4743,0,apartment,5,4.0,21,1,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,62.0,928.0,1884.0,6,0,4125000.0
4744,4,apartment,4,3.0,9,1,river valley,leonie hill,1.2972590729906102,103.831023686317,0,46.0,540.0,1582.0,4,0,4422000.0
4745,4,condominium,4,3.0,21,1,bukit timah,swiss club,1.33718821380367,103.781736456,0,1.0,171.0,1518.0,4,0,3190000.0
4746,4,apartment,3,3.0,5,0,clementi,faber,1.31600774601376,103.760005769248,0,52.0,1468.0,969.0,4,0,2131800.0
4747,5,condominium,3,3.0,4,1,bukit merah,maritime square,1.26625830660217,103.810803288694,0,11.0,1129.0,3617.0,6,0,7667000.0
4748,4,apartment,1,1.0,10,1,tanglin,chatsworth,1.2928203312238302,103.823531934289,1,92.0,36.0,506.0,4,0,1499100.0
4749,4,apartment,1,1.0,15,1,marine parade,mountbatten,1.29647219511777,103.891034649257,1,92.0,200.0,484.0,3,0,1383800.0
4750,4,apartment,1,1.0,3,1,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,92.0,1074.0,527.0,4,0,1265000.0
4751,4,apartment,1,1.0,9,1,orchard,boulevard,1.30579942966172,103.833074706219,1,11.0,338.0,624.0,4,0,2392500.0
4752,4,apartment,4,3.0,6,1,singapore river,clarke quay,1.2914248297393,103.844383363038,0,9.0,696.0,1959.0,4,0,5839900.0
4753,5,condominium,3,3.0,4,1,bukit merah,maritime square,1.26816216653267,103.814379904552,0,11.0,1129.0,1625.0,6,0,3740000.0
4754,4,condominium,3,2.0,17,0,pasir ris,flora drive,1.35688865505981,103.964194147192,0,7.0,429.0,990.0,6,0,1078000.0
4755,4,condominium,2,2.0,16,0,tampines,xilin,1.34291532944289,103.962491419867,1,25.0,297.0,840.0,5,0,1174800.0
4756,4,apartment,3,2.0,13,1,toa payoh,bidadari,1.33821440339182,103.87208996414302,0,62.0,667.0,958.0,4,0,2142800.0
4757,4,apartment,3,2.0,15,1,marine parade,mountbatten,1.29824018210274,103.886163635826,1,92.0,66.0,926.0,3,0,2508000.0
4758,4,condominium,3,2.0,14,1,geylang,aljunied,1.3191895872053898,103.881380824314,0,5.0,1024.0,818.0,3,0,1570800.0
4759,4,apartment,3,3.0,10,1,tanglin,nassim,1.31658622093571,103.829235557723,1,22.0,39.0,1162.0,6,0,2238500.0
4760,4,apartment,1,1.0,19,0,serangoon,upper paya lebar,1.34340886402757,103.881033504281,0,7.0,702.0,463.0,4,0,811800.0
4761,4,condominium,2,2.0,3,1,outram,pearl's hill,1.28617084485828,103.839567626644,0,2.0,396.0,678.0,3,0,1650000.0
4762,4,apartment,5,2.0,9,1,novena,moulmein,1.31273110891936,103.840805628022,0,92.0,378.0,1819.0,4,0,4392300.0
4763,4,apartment,1,1.0,8,1,kallang,kampong java,1.31520905789978,103.854919307157,1,9.0,52.0,484.0,5,0,841500.0
4764,4,apartment,2,2.0,10,1,orchard,tanglin,1.3049543207656202,103.827627471264,1,-1.0,154.0,1313.0,4,0,5263500.0
4765,4,apartment,2,2.0,15,1,marine parade,marine parade,1.29962978981916,103.898114344383,1,5.0,109.0,1216.0,4,0,2409000.0
4766,4,condominium,2,2.0,16,0,bedok,bedok south,1.32582135495427,103.944919226615,0,2.0,720.0,667.0,4,0,1314500.0
4767,4,apartment,1,2.0,10,1,tanglin,chatsworth,1.29446098581955,103.8276209036,1,8.0,121.0,904.0,6,0,1628000.0
4768,4,apartment,1,2.0,8,1,kallang,kampong java,1.31782799598861,103.851970497394,1,6.0,106.0,441.0,7,0,1097800.0
4769,4,apartment,4,3.0,7,1,downtown core,bugis,1.29850522262382,103.857088439281,0,92.0,558.0,1442.0,4,0,4148100.0
4770,4,apartment,2,2.0,7,1,downtown core,bugis,1.29751049338808,103.856297302855,0,92.0,522.0,743.0,4,1,2255000.0
4771,4,condominium,4,5.0,15,1,marine parade,mountbatten,1.2983271637053,103.893447598793,1,1.0,56.0,2971.0,4,0,8745000.0
4772,4,condominium,1,1.0,18,0,tampines,tampines west,1.35230138417909,103.928442548471,0,5.0,597.0,527.0,11,0,693000.0
4773,4,condominium,2,1.0,14,1,geylang,aljunied,1.31953163858398,103.880542167502,0,5.0,1024.0,624.0,13,0,1153800.0
4774,4,apartment,4,3.0,27,0,sembawang,sembawang springs,1.43919858389734,103.829104449216,0,92.0,448.0,1302.0,4,0,1870000.0
4775,4,condominium,2,1.0,19,0,serangoon,serangoon central,1.35411619554543,103.876179713501,1,8.0,198.0,484.0,4,0,880000.0
4776,0,apartment,4,2.0,21,1,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,62.0,928.0,1281.0,6,0,2186800.0
4777,4,condominium,4,5.0,4,1,bukit merah,maritime square,1.26489010829928,103.816454088109,0,6.0,366.0,4725.0,3,0,10098000.0
4778,1,apartment,2,2.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,1173.0,4,1,3236600.0
4779,4,apartment,3,3.0,10,1,tanglin,nassim,1.3087760337441698,103.818780483991,1,52.0,146.0,1753.0,5,0,4565000.0
4780,4,condominium,3,3.0,3,1,bukit merah,alexandra north,1.29269478978815,103.820411467009,0,5.0,469.0,1270.0,5,0,2860000.0
4781,4,apartment,4,3.0,5,0,clementi,faber,1.31710645052527,103.758947292195,0,52.0,1468.0,1238.0,4,0,2310000.0
4782,4,apartment,2,1.0,3,1,outram,pearl's hill,1.2829614865958898,103.839814598308,0,92.0,774.0,700.0,4,0,1950000.0
4783,4,condominium,2,2.0,20,1,bishan,bishan east,1.35231665677767,103.850719244155,0,6.0,694.0,807.0,6,0,1815000.0
4784,4,apartment,4,5.0,10,1,bukit timah,leedon park,1.30964956283877,103.800870514368,1,92.0,57.0,2303.0,4,0,7451900.0
4785,4,apartment,1,1.0,10,1,tanglin,chatsworth,1.2948838287709898,103.828087328414,1,9.0,108.0,420.0,5,0,979000.0
4786,4,condominium,2,1.0,19,0,serangoon,upper paya lebar,1.34257681012081,103.882276402113,0,3.0,797.0,657.0,3,0,1298000.0
4787,4,apartment,3,2.0,15,1,marine parade,mountbatten,1.29824018210274,103.886163635826,1,92.0,66.0,926.0,4,0,2515700.0
4788,4,apartment,2,2.0,19,0,hougang,hougang central,1.37073588285709,103.895120805047,0,6.0,160.0,646.0,3,0,988900.0
4789,4,apartment,2,2.0,9,1,orchard,boulevard,1.30448579105197,103.833941935117,1,41.0,88.0,872.0,6,0,2068000.0
4790,4,condominium,4,3.0,18,0,pasir ris,pasir ris central,1.37150158736384,103.945323459304,0,4.0,944.0,1377.0,6,0,1925000.0
4791,4,condominium,2,1.0,4,1,bukit merah,maritime square,1.27035025509729,103.813967319772,1,8.0,141.0,646.0,4,0,1518000.0
4792,4,condominium,4,4.0,10,1,bukit timah,holland road,1.33161839267294,103.794252400987,1,1.0,285.0,1259.0,4,1,3905000.0
4793,4,condominium,2,2.0,15,1,marine parade,marine parade,1.3004682373456,103.899919640176,1,36.0,592.0,829.0,4,0,2186800.0
4794,4,apartment,1,1.0,10,1,tanglin,chatsworth,1.2956665859268002,103.82885975081,1,4.0,33.0,473.0,4,0,1177900.0
4795,4,apartment,3,2.0,15,1,geylang,geylang east,1.3126741872629,103.903131096666,1,56.0,16.0,1000.0,6,0,1595000.0
4796,4,apartment,1,1.0,2,1,downtown core,anson,1.27347663345182,103.845553160818,0,8.0,202.0,624.0,5,0,1419000.0
4797,4,condominium,2,2.0,5,0,clementi,west coast,1.32081769238494,103.752667309254,0,3.0,752.0,710.0,7,0,1208800.0
4798,4,condominium,2,1.0,13,1,toa payoh,woodleigh,1.33848269211186,103.86884654560998,0,1.0,805.0,818.0,4,0,1628000.0
4799,4,apartment,3,2.0,10,1,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,62.0,476.0,915.0,4,0,2454100.0
4800,4,apartment,4,4.0,14,1,geylang,macpherson,1.32580668347446,103.88364004225402,0,-1.0,265.0,1356.0,4,0,2451000.0
4801,4,condominium,3,2.0,16,0,bedok,bedok south,1.32582135495427,103.944919226615,0,2.0,720.0,883.0,4,0,1571800.0
4802,4,apartment,2,1.0,10,1,tanglin,tyersall,1.3130616127338102,103.80464762708598,1,-1.0,85.0,646.0,4,0,1776500.0
4803,4,condominium,2,2.0,9,1,newton,cairnhill,1.30726175508578,103.838536274396,1,11.0,241.0,1249.0,6,0,4950000.0
4804,4,apartment,2,2.0,7,1,downtown core,nicoll,1.30026689906653,103.861865589801,0,8.0,360.0,1098.0,6,0,2959000.0
4805,2,apartment,2,2.0,5,1,queenstown,kent ridge,1.2860062587817,103.791721078676,0,52.0,1862.0,732.0,4,0,1485000.0
4806,4,apartment,1,1.0,2,1,outram,chinatown,1.28004529331829,103.840358673254,0,9.0,68.0,635.0,6,0,1705000.0
4807,4,apartment,4,3.0,14,1,geylang,aljunied,1.31131219787605,103.882972095616,1,5.0,137.0,1259.0,4,0,2222000.0
4808,4,apartment,5,5.0,27,0,yishun,yishun central,1.4271730204268198,103.836266579618,0,4.0,920.0,1668.0,4,0,2087800.0
4809,4,apartment,1,1.0,10,1,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,62.0,476.0,484.0,4,0,1326600.0
4810,4,condominium,4,3.0,15,1,marine parade,marine parade,1.29955807704199,103.901523915554,0,8.0,383.0,4596.0,6,0,13282100.0
4811,4,condominium,3,2.0,10,1,bukit timah,leedon park,1.31264956890401,103.794954718033,1,-1.0,69.0,1130.0,3,0,3432000.0
4812,4,apartment,3,2.0,2,1,downtown core,tanjong pagar,1.27386092841125,103.846213727237,0,5.0,132.0,786.0,10,0,2475000.0
4813,4,apartment,3,2.0,18,0,pasir ris,pasir ris central,1.37350295229758,103.948184929877,0,92.0,487.0,1023.0,4,0,1958000.0
4814,4,apartment,3,2.0,5,1,queenstown,pasir panjang 2,1.28153402547325,103.789412823032,0,62.0,548.0,958.0,3,0,1788600.0
4815,4,condominium,4,2.0,3,1,bukit merah,tiong bahru station,1.28705859767551,103.82778753198,0,16.0,213.0,1313.0,6,0,2750000.0
4816,4,condominium,5,4.0,18,0,tampines,tampines east,1.34503342838494,103.946749425598,0,62.0,2203.0,1690.0,3,0,2425500.0
4817,4,condominium,3,2.0,23,0,bukit batok,gombak,1.3747029140062,103.757281626051,0,-1.0,74.0,1097.0,6,0,1593900.0
4818,4,condominium,3,2.0,10,1,bukit timah,holland road,1.33161839267294,103.794252400987,1,1.0,285.0,721.0,3,0,2139500.0
4819,4,condominium,3,3.0,18,0,pasir ris,pasir ris central,1.37033365760834,103.946520522372,0,5.0,912.0,936.0,6,0,1254000.0
4820,4,executive condominium,3,3.0,22,0,jurong west,boon lay place,1.34183676871732,103.711924318214,0,22.0,432.0,1668.0,12,1,1188000.0
4821,2,apartment,2,2.0,5,1,queenstown,kent ridge,1.28749505390492,103.793610594541,0,52.0,1862.0,829.0,3,1,1553000.0
4822,4,apartment,3,2.0,9,1,novena,moulmein,1.31242688268348,103.841064338246,0,92.0,378.0,915.0,4,0,2541000.0
4823,4,apartment,2,1.0,1,1,downtown core,central subzone,1.28076943504219,103.852658562152,0,14.0,1111.0,936.0,6,0,2618000.0
4824,4,apartment,3,2.0,19,0,hougang,kovan,1.3660035402369195,103.886736098396,0,92.0,1410.0,1098.0,3,1,1984000.0
4825,4,condominium,2,1.0,10,1,bukit timah,holland road,1.33161839267294,103.794252400987,1,1.0,285.0,667.0,4,0,1962400.0
4826,4,apartment,3,3.0,9,1,rochor,mount emily,1.30343844307623,103.847611505264,1,12.0,40.0,1163.0,7,0,2557500.0
4827,4,condominium,3,3.0,9,1,river valley,leonie hill,1.29831388043611,103.834269820035,1,5.0,124.0,1830.0,11,0,8030000.0
4828,4,apartment,1,1.0,15,0,bedok,frankel,1.31336356489796,103.927394321393,1,10.0,41.0,506.0,3,0,1003200.0
4829,4,apartment,3,3.0,19,0,hougang,kangkar,1.3721485750930602,103.89987471794,0,-1.0,1472.0,915.0,4,0,1592800.0
4830,0,apartment,5,4.0,21,1,bukit timah,anak bukit,1.34013731823673,103.768787031514,1,62.0,466.4,1884.0,10,0,4363700.0
4831,4,condominium,3,2.0,11,1,novena,malcolm,1.32357151793004,103.841133415932,1,23.0,66.0,937.0,6,0,1760000.0
4832,4,condominium,4,3.0,10,1,bukit timah,farrer court,1.31356614088715,103.803217953455,1,62.0,638.0,1496.0,3,0,4381300.0
4833,4,apartment,1,1.0,10,1,tanglin,chatsworth,1.29510458679803,103.828511352677,1,7.0,120.0,452.0,3,0,988900.0
4834,4,condominium,3,3.0,19,0,serangoon,serangoon garden,1.36995099275208,103.872312298956,0,-1.0,1052.0,1152.0,5,0,1796300.0
4835,4,apartment,2,2.0,10,1,tanglin,tyersall,1.3130616127338102,103.80464762708598,1,-1.0,85.0,646.0,4,0,1741300.0
4836,4,apartment,2,2.0,23,0,choa chu kang,teck whye,1.3797270915801698,103.760191017381,0,8.0,338.0,937.0,6,0,1155000.0
4837,4,apartment,3,3.0,9,1,novena,moulmein,1.31283039144925,103.841544287772,1,92.0,120.0,1281.0,4,0,3742200.0
4838,4,condominium,5,5.0,9,1,newton,cairnhill,1.30733322469102,103.838480574083,1,11.0,241.0,2874.0,6,0,10760700.0
4839,4,apartment,4,5.0,8,1,kallang,lavender,1.3129443237366598,103.855634735092,0,1.0,116.0,1948.0,3,0,3608000.0
4840,4,apartment,3,2.0,9,1,river valley,leonie hill,1.2972590729906102,103.831023686317,0,46.0,540.0,861.0,4,0,2578400.0
4841,4,apartment,3,2.0,9,1,newton,cairnhill,1.30851030840347,103.837972449413,1,7.0,39.0,1292.0,4,0,3963300.0
4842,4,apartment,2,2.0,3,1,bukit merah,redhill,1.29003067053998,103.817185273903,0,2.0,400.0,786.0,5,1,1617000.0
4843,4,apartment,3,3.0,2,1,downtown core,tanjong pagar,1.27601222585222,103.845897843593,0,46.0,210.0,1033.0,6,0,1628000.0
4844,4,apartment,1,1.0,14,1,geylang,geylang east,1.31583675363618,103.892746648427,0,3.0,429.0,484.0,5,0,1265000.0
4845,4,condominium,2,2.0,23,0,bukit batok,hillview,1.36286208839026,103.763433915546,0,92.0,564.0,700.0,4,0,1398100.0
4846,4,apartment,2,1.0,3,1,bukit merah,kampong tiong bahru,1.2767486020566698,103.829703394306,0,92.0,1074.0,657.0,4,0,1669800.0
4847,4,condominium,3,3.0,19,0,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,37.0,250.0,700.0,4,0,1650000.0
4848,4,condominium,3,3.0,11,1,novena,moulmein,1.3139267659581102,103.843104093225,1,14.0,486.0,1464.0,6,0,3465000.0
4849,4,apartment,2,1.0,2,1,downtown core,anson,1.2738629435052,103.843710484506,0,62.0,351.0,732.0,4,0,1848000.0
4850,4,condominium,2,2.0,17,0,pasir ris,flora drive,1.35941809852708,103.965393923725,1,19.0,299.0,1119.0,6,0,1373800.0
4851,4,apartment,1,1.0,14,1,geylang,geylang east,1.3184462129953702,103.90343113612,0,-1.0,1399.0,527.0,4,0,1162700.0
4852,4,apartment,1,1.0,10,1,tanglin,nassim,1.3176917251413798,103.828769486315,1,6.0,92.0,463.0,5,0,1196800.0
4853,4,apartment,4,3.0,19,0,serangoon,serangoon garden,1.36597024605313,103.874441963922,0,-1.0,1052.0,1582.0,4,0,2759900.0
4854,4,apartment,3,2.0,19,0,hougang,hougang central,1.37073588285709,103.895120805047,0,6.0,160.0,796.0,3,0,1166000.0
4855,4,condominium,1,1.0,15,0,bedok,frankel,1.31129551056551,103.914950397016,1,7.0,222.0,657.0,6,0,1287000.0
4856,4,condominium,2,2.0,10,1,bukit timah,farrer court,1.3160902186364198,103.802300019532,0,8.0,1715.0,1055.0,5,0,1925000.0
4857,5,condominium,3,3.0,4,1,bukit merah,maritime square,1.26816216653267,103.814379904552,0,11.0,1129.0,1550.0,6,0,2750000.0
4858,4,condominium,4,5.0,15,1,marine parade,marine parade,1.29955807704199,103.901523915554,0,8.0,383.0,4596.0,4,0,13310000.0
4859,4,apartment,2,2.0,9,1,river valley,oxley,1.2972729466104298,103.838940257017,1,6.0,76.0,1840.0,3,0,5115000.0
4860,4,condominium,4,5.0,15,1,marine parade,mountbatten,1.2983271637053,103.893447598793,1,1.0,56.0,3314.0,3,0,8668000.0
4861,4,condominium,1,1.0,19,0,hougang,kangkar,1.37601170997677,103.902427373594,0,7.0,493.0,624.0,4,0,781000.0
4862,4,condominium,4,2.0,18,0,tampines,tampines east,1.34503342838494,103.946749425598,0,62.0,2203.0,1270.0,4,0,2105400.0
4863,4,apartment,3,2.0,25,0,sembawang,sembawang springs,1.43919858389734,103.829104449216,0,92.0,448.0,1109.0,4,0,1724800.0
4864,4,condominium,4,5.0,4,1,southern islands,sentosa,1.24297424636053,103.839164641252,0,11.0,124.0,3789.0,6,0,7755000.0
4865,4,condominium,2,2.0,3,1,bukit merah,redhill,1.29082513015614,103.818331479192,0,5.0,508.0,732.0,4,0,2090000.0
4866,4,condominium,3,2.0,19,0,serangoon,upper paya lebar,1.34523800771608,103.878557201884,1,37.0,250.0,904.0,4,0,1983300.0
4867,4,condominium,2,2.0,28,0,serangoon,seletar hills,1.38567952368341,103.869751126623,0,7.0,276.0,1012.0,4,0,1098900.0
4868,5,condominium,2,2.0,4,1,bukit merah,maritime square,1.26816216653267,103.814379904552,0,11.0,1129.0,1130.0,6,0,2585000.0
4869,4,apartment,3,2.0,10,1,bukit timah,leedon park,1.31257730599051,103.79835625246,1,92.0,24.0,990.0,3,0,2799500.0
4870,4,apartment,3,2.0,3,1,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,92.0,1074.0,1109.0,3,1,2913900.0
4871,1,apartment,1,1.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,721.0,8,0,1955800.0
4872,4,condominium,3,2.0,9,1,rochor,mount emily,1.30152608161095,103.846959221716,0,4.0,493.0,850.0,8,0,2090000.0
4873,4,apartment,2,2.0,10,1,orchard,tanglin,1.3049543207656202,103.827627471264,1,12.0,154.0,1313.0,4,1,5263500.0
4874,4,condominium,4,4.0,27,0,yishun,lower seletar,1.4180713949583403,103.84790678249,0,6.0,420.0,2713.0,6,0,3645400.0
4875,4,apartment,3,2.0,12,1,novena,balestier,1.32716874474253,103.845518560598,1,28.0,22.0,1614.0,6,0,2200000.0
4876,4,condominium,1,1.0,21,1,bukit timah,swiss club,1.33718821380367,103.781736456,0,1.0,171.0,624.0,3,0,1243800.0
4877,4,condominium,2,3.0,22,0,jurong east,yuhua west,1.3437930234489095,103.732835148592,0,28.0,950.0,1076.0,4,0,1265000.0
4878,4,condominium,4,4.0,10,1,bukit timah,coronation road,1.33077492770988,103.795713392342,0,-1.0,466.4,1485.0,4,0,3884100.0
4879,4,apartment,1,1.0,9,1,river valley,leonie hill,1.29906600768056,103.832068608699,1,11.0,53.0,699.0,6,0,1986600.0
4880,4,apartment,2,2.0,9,1,river valley,institution hill,1.29213320015397,103.838064913731,1,11.0,88.0,1130.0,6,0,3168000.0
4881,4,apartment,2,2.0,1,1,singapore river,clarke quay,1.2885263518404,103.84396002207,0,26.0,40.0,1012.0,6,0,1857800.0
4882,4,apartment,3,2.0,19,0,sengkang,compassvale,1.38258008066509,103.892538535888,0,-1.0,680.0,936.0,4,0,1697300.0
4883,4,apartment,4,2.0,15,0,bedok,frankel,1.31785132345028,103.908905458358,1,9.0,157.0,1572.0,4,0,2090000.0
4884,4,condominium,4,4.0,19,0,hougang,lorong ah soo,1.35182598986626,103.881368087162,0,9.0,1145.0,2605.0,9,0,2750000.0
4885,4,condominium,3,2.0,13,1,toa payoh,sennett,1.32964410279631,103.869233112933,0,6.0,214.0,882.0,6,0,1562000.0
4886,4,apartment,5,6.0,9,1,river valley,leonie hill,1.29715028260158,103.831958223359,1,46.0,92.0,2605.0,9,0,11976800.0
4887,4,condominium,3,2.0,27,0,sembawang,sembawang straits,1.4564362540931202,103.837218581465,0,1.0,130.0,915.0,4,0,1540000.0
4888,4,condominium,3,4.0,15,0,bedok,frankel,1.3110605533014,103.9279625451,0,23.0,432.0,2012.0,5,0,2420000.0
4889,4,condominium,1,2.0,4,1,bukit merah,maritime square,1.27035025509729,103.813967319772,1,8.0,141.0,775.0,6,0,1540000.0
4890,4,condominium,2,1.0,4,1,bukit merah,maritime square,1.264546384026,103.817334164497,0,62.0,429.0,721.0,3,0,1777600.0
4891,4,condominium,4,5.0,15,1,marine parade,marine parade,1.29955807704199,103.901523915554,0,8.0,383.0,4596.0,11,0,13310000.0
4892,2,apartment,4,4.0,5,1,queenstown,kent ridge,1.28629143122643,103.791268407311,0,52.0,1862.0,1313.0,4,0,2609200.0
4893,4,condominium,3,3.0,10,1,tanglin,nassim,1.31826157961172,103.830352987178,1,8.0,278.0,2949.0,6,0,8665000.0
4894,4,condominium,2,2.0,10,1,bukit timah,holland road,1.33161839267294,103.794252400987,1,1.0,285.0,635.0,4,0,1922200.0
4895,4,apartment,1,1.0,3,1,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,92.0,1074.0,527.0,4,0,1331000.0
4896,4,condominium,3,2.0,23,0,bukit batok,hillview,1.35809039718141,103.760746706379,1,-1.0,466.4,948.0,5,1,1760000.0
4897,4,condominium,3,2.0,22,0,jurong west,hong kah,1.34559854116926,103.724023040178,0,2.0,710.0,904.0,6,0,1595000.0
4898,4,apartment,3,2.0,2,1,downtown core,tanjong pagar,1.27386092841125,103.846213727237,0,5.0,132.0,786.0,8,0,2189000.0
4899,4,condominium,2,2.0,15,1,kallang,tanjong rhu,1.29868831359876,103.884853403453,1,6.0,128.0,678.0,4,0,1870000.0
4900,4,condominium,3,3.0,19,0,hougang,kovan,1.36084954693144,103.884995141998,0,11.0,521.0,1798.0,4,1,2750000.0
4901,4,condominium,3,2.0,23,0,choa chu kang,choa chu kang central,1.38406640468789,103.747765558059,0,9.0,457.0,1259.0,8,0,1518000.0
4902,4,condominium,2,1.0,13,1,toa payoh,woodleigh,1.33848269211186,103.86884654560998,0,1.0,805.0,570.0,4,0,1485000.0
4903,4,apartment,5,5.0,2,1,bukit merah,everton park,1.27588976787545,103.83815170912202,1,62.0,262.0,1819.0,4,0,6288700.0
4904,4,executive condominium,3,4.0,27,0,sembawang,sembawang east,1.4477847128746102,103.827451281642,0,-1.0,413.0,1249.0,4,0,1651100.0
4905,4,apartment,1,1.0,7,1,downtown core,bugis,1.29850522262382,103.857088439281,0,92.0,558.0,409.0,4,0,1617000.0
4906,4,condominium,2,1.0,17,0,pasir ris,flora drive,1.35823032280321,103.965573132382,0,92.0,428.0,645.0,3,0,1050600.0
4907,4,apartment,2,2.0,9,1,singapore river,robertson quay,1.29078080113526,103.837445495482,0,7.0,70.0,1119.0,6,0,2948000.0
4908,2,apartment,2,1.0,5,1,queenstown,kent ridge,1.28749505390492,103.793610594541,0,52.0,1862.0,635.0,4,0,1166000.0
4909,4,apartment,1,2.0,5,1,queenstown,one north,1.30521073390523,103.788340566447,0,11.0,366.0,1023.0,9,0,1672000.0
4910,4,condominium,3,4.0,9,1,river valley,institution hill,1.2934966639073,103.8381049101,0,1.0,450.0,1087.0,3,0,3300000.0
4911,4,executive condominium,3,3.0,27,0,sembawang,sembawang central,1.44405152662976,103.819525889968,0,6.0,506.0,1152.0,5,0,1320000.0
4912,4,condominium,4,5.0,4,1,southern islands,sentosa,1.2429639958111298,103.83710621358802,0,12.0,91.0,2433.0,4,0,4485500.0
4913,4,condominium,4,4.0,4,1,southern islands,sentosa,1.23978494620582,103.83727712150998,0,11.0,151.0,2680.0,11,1,6633000.0
4914,2,apartment,5,4.0,5,1,queenstown,kent ridge,1.2860062587817,103.791721078676,0,52.0,1862.0,1615.0,4,0,3058000.0
4915,4,apartment,4,4.0,3,1,bukit merah,kampong tiong bahru,1.2766295341073302,103.829105212029,0,92.0,1074.0,1496.0,3,0,3634400.0
4916,4,apartment,3,2.0,2,1,downtown core,anson,1.2738629435052,103.843710484506,0,62.0,351.0,1421.0,4,0,3630000.0
4917,4,condominium,1,1.0,28,0,serangoon,seletar hills,1.38715928958826,103.869832918159,0,8.0,319.0,624.0,6,0,866800.0
4918,4,apartment,1,1.0,14,1,geylang,aljunied,1.31345709214795,103.88646731823098,1,8.0,21.0,560.0,3,0,844800.0
4919,4,apartment,3,2.0,5,0,clementi,faber,1.31728733135929,103.759126228534,0,52.0,1468.0,915.0,3,0,1450900.0
4920,4,executive condominium,4,3.0,28,0,sengkang,fernvale,1.38882500893106,103.870056868293,0,-1.0,496.0,1206.0,4,0,1595000.0
4921,4,condominium,2,2.0,27,0,yishun,yishun east,1.43456191549725,103.844362842957,0,4.0,660.0,689.0,6,0,935000.0
4922,4,apartment,3,2.0,10,1,bukit timah,coronation road,1.33049827080051,103.796577625251,0,62.0,476.0,958.0,4,0,2340800.0
4923,4,apartment,1,1.0,5,1,queenstown,one north,1.30173334500406,103.790000928613,0,13.0,405.0,958.0,5,0,1595000.0
4924,4,apartment,2,2.0,2,1,downtown core,tanjong pagar,1.27516997577919,103.844496312645,0,15.0,646.0,926.0,5,0,1870000.0
4925,4,apartment,2,2.0,3,1,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,92.0,1074.0,657.0,4,0,1042800.0
4926,4,condominium,2,1.0,23,0,bukit batok,hillview,1.36286208839026,103.763433915546,0,92.0,564.0,635.0,4,0,1262800.0
4927,4,apartment,1,1.0,1,1,outram,people's park,1.28404487854559,103.842590753293,0,50.0,291.0,463.0,6,0,715000.0
4928,4,apartment,3,2.0,15,1,marine parade,katong,1.30751139870451,103.899998747467,1,31.0,31.0,1346.0,3,0,2068000.0
4929,4,apartment,2,2.0,5,1,queenstown,one north,1.30173334500406,103.790000928613,0,13.0,405.0,980.0,12,0,1680800.0
